# Project:  CS 330
# Program:  Pathfinding
# Purpose:  Nodes for pathfinding test graph:  Adventure Bay
# Author:   Mikel D. Petty, Ph.D., 256-824-6140, pettym@uah.edu
# Created:  2019-3-3
# Modified: 2021-3-23
#
# Nodes are numbered sequentially, in the order they appear in the file.
#
# Each node is represented by a record, with the following fields.
#  1. "N" for node
#  2. node number
#  3. status  (1=unvisited, 2=open, 3=closed)
#  4. cost so far
#  5. estimated heuristic
#  6. estimated total
#  7. previous node in path
#  8. location x
#  9. location z
# 10. number plot position  (1=below, 2=left, 3=above, 4=right)
# 11. name plot position    (1=below, 2=left, 3=above, 4=right)
# 12. node name
#
# Fields 2-9 are used by the pathfinding algorithms.
# Fields 8-12 are used by the graph plotting function.
#
"N", 43, 0, 0, 0, 0, 0,  75,   190, 1, 3, "Foggy Bottom"
"N", 44, 0, 0, 0, 0, 0, 115,   100, 2, 1, ""
"N", 45, 0, 0, 0, 0, 0,  92.5, 100, 2, 4, "City\nHall"
"N", 46, 0, 0, 0, 0, 0,  70,   100, 4, 1, ""
"N", 47, 0, 0, 0, 0, 0,  70,   110, 2, 1, ""
"N", 48, 0, 0, 0, 0, 0,  77,   110, 1, 1, ""
"N", 49, 0, 0, 0, 0, 0,  85,   110, 1, 1, ""
"N", 50, 0, 0, 0, 0, 0,  92.5, 110, 1, 1, ""
"N", 51, 0, 0, 0, 0, 0, 100,   110, 1, 1, ""
"N", 52, 0, 0, 0, 0, 0, 108,   110, 1, 1, ""
"N", 53, 0, 0, 0, 0, 0, 115,   110, 4, 1, ""
"N", 54, 0, 0, 0, 0, 0, 108,   120, 4, 3, "5"
"N", 55, 0, 0, 0, 0, 0, 100,   120, 4, 3, "4"
"N", 56, 0, 0, 0, 0, 0,  92.5, 120, 4, 3, "Houses\n3"
"N", 57, 0, 0, 0, 0, 0,  85,   120, 4, 3, "2"
"N", 58, 0, 0, 0, 0, 0,  77,   120, 4, 3, "1"
"N", 59, 0, 0, 0, 0, 0,  60,    90, 3, 2, "Porter's\nCafe"
"N", 60, 0, 0, 0, 0, 0, 182,    95, 2, 4, "Pup\nPark"
"N", 61, 0, 0, 0, 0, 0,  43,    98, 4, 1, ""
"N", 62, 0, 0, 0, 0, 0,  35,    95, 2, 1, ""
"N", 63, 0, 0, 0, 0, 0,  30,   105, 2, 1, ""
"N", 64, 0, 0, 0, 0, 0,  65,   120, 4, 1, ""
"N", 65, 0, 0, 0, 0, 0,  40,   105, 4, 3, "Ms. Marjorie's\nhouse"
"N", 66, 0, 0, 0, 0, 0,  20,   145, 1, 3, "Farmer Umi's\nfarm"
#
# End of Test graph AB, Nodes
