# Project:  CS 330
# Program:  Pathfinding
# Purpose:  Connections for pathfinding test graph:  Adventure Bay
# Author:   Mikel D. Petty, Ph.D., 256-824-6140, pettym@uah.edu
# Created:  2019-3-3
# Modified: 2021-3-23
#
# Connections are numbered sequentially, in the order they appear in the file.
#
# Each connection is represented by a record, with the following fields.
# 1. "C" for connection
# 2. connection number
# 3. from node
# 4. to node
# 5. connection cost
# 6. cost plot position (0=no plot, 1=below, 2=left, 3=above, 4=right)
# 7. type (1=road, 2=walk, 3=sand, 4=dock, 5=other)
#
# Fields 2-5 are used by the pathfinding algorithms.
# Fields 6-7 are used by the graph plotting function.
#
"C", 125, 31, 15, 15, 0, 2
"C", 126, 17, 45, 40, 2, 2
"C", 127, 45, 17, 40, 0, 2
"C", 128, 45, 50, 20, 2, 2
"C", 129, 50, 45, 20, 0, 2
"C", 130, 44, 45, 45, 1, 2
"C", 131, 45, 44, 45, 0, 2
"C", 132, 45, 46, 45, 1, 2
"C", 133, 46, 45, 45, 0, 2
"C", 134, 52, 54, 20, 4, 2
"C", 135, 54, 52, 20, 0, 2
"C", 136, 51, 55, 20, 4, 2
"C", 137, 55, 51, 20, 0, 2
"C", 138, 50, 56, 20, 4, 2
"C", 139, 56, 50, 20, 0, 2
"C", 140, 49, 57, 20, 4, 2
"C", 141, 57, 49, 20, 0, 2
"C", 142, 48, 58, 20, 4, 2
"C", 143, 58, 48, 20, 0, 2
"C", 144, 18, 59, 29, 2, 2
"C", 145, 59, 18, 29, 0, 2
"C", 146, 19, 59, 43, 2, 2
"C", 147, 59, 19, 43, 0, 2
"C", 148, 46, 59, 29, 1, 2
"C", 149, 59, 46, 29, 0, 2
"C", 150, 35, 60, 25, 2, 2
"C", 151, 60, 35, 25, 0, 2
"C", 152, 37, 39, 25, 2, 2
"C", 153, 39, 37, 25, 0, 2
#
# End of Test graph AB, Connections
